year,parameter,mean,std,min,max
2019,NDCI,-0.004604310581280271,0.03774733630981141,-0.26479750871658325,0.4285714328289032
2019,NDTI,-0.28712857907887757,0.07587111397399976,-0.5938590168952942,0.16919344663619995
2019,TSS,21.02400983619442,18.930855501167585,5.365792751312256,768.98095703125
2019,CDOM,1.0643074556240832,0.16741932851040714,0.49174078780177893,1.6541666666666666
2019,Secchi_Depth,0.9856810859260994,0.06016630293603233,0.8342537913329027,1.4371795310004845
2019,SST,34.076351855953234,5.192256338505643,24.34075164794922,79.2016830444336
2020,NDCI,0.01200415820026267,0.03398082116403938,-0.4974619150161743,0.42092108726501465
2020,NDTI,-0.28261472219459904,0.07893629380293475,-0.8303030133247375,0.11312931776046753
2020,TSS,19.785044280053654,17.13372119893679,0.5483264923095703,2081.018310546875
2020,CDOM,1.0900126343472678,0.18844924464700274,0.4619395203336809,1.865979381443299
2020,Secchi_Depth,0.978309144953457,0.06118358345146636,0.8004050798128806,1.4088755639538117
2020,SST,34.25719111636051,5.514355735325101,7.963308811187744,78.31128692626953
2021,NDCI,-0.021389624174498748,0.0388266490925093,-0.7397453784942627,0.45219266414642334
2021,NDTI,-0.2915863570332726,0.08207233326196263,-0.668498158454895,0.13224093616008759
2021,TSS,13.912065430472953,16.19835331557175,2.1539981365203857,813.478759765625
2021,CDOM,1.0991943876262316,0.18326109856900596,0.40093736685129955,1.7475862068965518
2021,Secchi_Depth,0.9783619023971895,0.05935993866431101,0.8154059143404937,1.426562337109696
2021,SST,34.89425217786625,4.894341095065319,-123.14852142333984,83.33748626708984
2022,NDCI,0.009594673059285023,0.05656358256793478,-1.0,0.7297424077987671
2022,NDTI,-0.2721198000008875,0.13807919490437598,-0.8312236070632935,0.7372003793716431
2022,TSS,31.62590356053676,77.74727915390318,0.05327315628528595,3726.9990234375
2022,CDOM,1.071930432907376,0.15289595582397117,0.19863636363636364,4.955773955773956
2022,Secchi_Depth,0.9850538203671513,0.05302540021694608,0.4739291691128859,2.867896814627107
2022,SST,30.514453765501976,6.792009975057924,7.888112545013428,74.86079406738281
2023,NDCI,-0.0010929816075909093,0.04750508680085698,-0.48235294222831726,0.5350318551063538
2023,NDTI,-0.2892358490044266,0.0889912034028525,-0.7255319356918335,0.13267263770103455
2023,TSS,18.82773729859208,20.495872200850034,2.5052168369293213,2644.152099609375
2023,CDOM,1.1219836850752056,0.19496088790992375,0.3704866562009419,2.196652719665272
2023,Secchi_Depth,0.9686700467830752,0.0655482856788905,0.7777403565027918,1.4738731236926268
2023,SST,34.897668758172124,5.287408596065955,18.362634658813477,77.12181091308594
2024,NDCI,0.04822962618072931,0.0456599658432159,-0.3126760423183441,0.5731487274169922
2024,NDTI,-0.27994596761919727,0.07993885182306242,-0.5961778163909912,0.16149257123470306
2024,TSS,16.633692837111845,20.086760678275496,3.351828098297119,1885.05615234375
2024,CDOM,1.1254779733497133,0.18470340717842182,0.4136239782016349,2.02
2024,Secchi_Depth,0.9677584143966242,0.058691644999551186,0.7732742748430257,1.858318302040361
2024,SST,34.591742818535,5.273520552230905,17.54743766784668,82.98200988769531
2025,NDCI,0.017004164832248463,0.05247327526916849,-0.6728624701499939,0.550000011920929
2025,NDTI,-0.29381142760256945,0.08809953256688094,-0.8455497622489929,0.1270604431629181
2025,TSS,12.371659154499579,17.661919116892864,0.267486572265625,1524.867919921875
2025,CDOM,1.057793797999999,0.16819840680435957,0.4247020585048754,2.526315789473684
2025,Secchi_Depth,0.9897989191349087,0.054520146360793297,0.8009729839722296,1.3884166138448772
2025,SST,34.57165244928529,4.913664730507207,11.367656707763672,77.24486541748047
